userid,checktime,verifycode,workcode,sn
15,2026-01-21 01:23:27,0,0,A5NS193461028
5,2026-01-21 05:15:21,0,0,A5NS193461028
5,2026-01-21 05:17:22,0,0,A5NS193461028
15,2026-01-21 06:20:28,0,0,A5NS193461028
15,2026-01-21 06:26:26,0,0,A5NS193461028
15,2026-01-21 06:33:16,0,0,A5NS193461028
15,2026-01-21 07:20:24,0,0,A5NS193461028
15,2026-01-21 07:24:36,0,0,A5NS193461028
15,2026-01-21 08:38:24,0,0,A5NS193461028
4,2026-01-21 08:42:05,0,0,A5NS193461028
15,2026-01-21 09:01:45,0,0,A5NS193461028
1,2026-01-21 09:09:24,0,0,A5NS193461028
3,2026-01-21 09:32:57,0,0,A5NS193461028
15,2026-01-21 09:49:42,0,0,A5NS193461028
13,2026-01-21 10:01:09,0,0,A5NS193461028
15,2026-01-21 10:01:24,0,0,A5NS193461028
3,2026-01-21 10:26:53,0,0,A5NS193461028
4,2026-01-21 10:30:35,0,0,A5NS193461028
14,2026-01-21 10:40:48,0,0,A5NS193461028
9,2026-01-21 11:20:44,0,0,A5NS193461028
40,2026-01-21 11:33:47,0,0,A5NS193461028
40,2026-01-21 11:33:53,0,0,A5NS193461028
40,2026-01-21 11:34:01,0,0,A5NS193461028
40,2026-01-21 11:34:10,0,0,A5NS193461028
40,2026-01-21 11:34:18,0,0,A5NS193461028
40,2026-01-21 11:34:28,0,0,A5NS193461028
40,2026-01-21 11:34:36,0,0,A5NS193461028
40,2026-01-21 11:34:47,0,0,A5NS193461028
40,2026-01-21 11:34:56,0,0,A5NS193461028
40,2026-01-21 11:35:03,0,0,A5NS193461028
40,2026-01-21 11:35:56,0,0,A5NS193461028
40,2026-01-21 11:36:04,0,0,A5NS193461028
40,2026-01-21 11:36:11,0,0,A5NS193461028
40,2026-01-21 11:36:21,0,0,A5NS193461028
15,2026-01-21 12:28:24,0,0,A5NS193461028
5,2026-01-21 12:50:50,0,0,A5NS193461028
15,2026-01-21 13:21:52,0,0,A5NS193461028
1,2026-01-21 13:42:30,0,0,A5NS193461028
3,2026-01-21 13:43:10,0,0,A5NS193461028
15,2026-01-21 15:12:41,0,0,A5NS193461028
15,2026-01-21 15:58:28,0,0,A5NS193461028
1,2026-01-21 16:00:27,0,0,A5NS193461028
15,2026-01-21 16:02:09,0,0,A5NS193461028
15,2026-01-21 16:08:59,0,0,A5NS193461028
15,2026-01-21 16:11:01,0,0,A5NS193461028
