userid,checktime,verifycode,workcode,sn
15,2026-01-19 03:05:18,0,0,A5NS193461028
15,2026-01-19 07:02:45,0,0,A5NS193461028
15,2026-01-19 07:17:26,0,0,A5NS193461028
40,2026-01-19 08:06:07,0,0,A5NS193461028
40,2026-01-19 08:41:54,0,0,A5NS193461028
15,2026-01-19 08:47:12,0,0,A5NS193461028
15,2026-01-19 09:09:44,0,0,A5NS193461028
13,2026-01-19 09:51:25,0,0,A5NS193461028
14,2026-01-19 10:47:14,0,0,A5NS193461028
15,2026-01-19 12:12:43,0,0,A5NS193461028
15,2026-01-19 12:43:10,0,0,A5NS193461028
9,2026-01-19 12:45:30,0,0,A5NS193461028
15,2026-01-19 13:02:14,0,0,A5NS193461028
40,2026-01-19 13:03:19,0,0,A5NS193461028
40,2026-01-19 13:03:26,0,0,A5NS193461028
13,2026-01-19 13:29:10,0,0,A5NS193461028
15,2026-01-19 13:32:57,0,0,A5NS193461028
13,2026-01-19 15:05:24,0,0,A5NS193461028
