userid,checktime,verifycode,workcode,sn
13,2026-01-05 08:57:14,0,0,A5NS193461028
40,2026-01-05 09:21:35,0,0,A5NS193461028
40,2026-01-05 09:21:46,0,0,A5NS193461028
3,2026-01-05 10:26:26,0,0,A5NS193461028
3,2026-01-05 10:26:27,0,0,A5NS193461028
9,2026-01-05 10:43:08,0,0,A5NS193461028
14,2026-01-05 10:45:17,0,0,A5NS193461028
3,2026-01-05 10:52:44,0,0,A5NS193461028
3,2026-01-05 10:52:45,0,0,A5NS193461028
40,2026-01-05 11:57:31,0,0,A5NS193461028
17,2026-01-05 13:55:36,0,0,A5NS193461028
5,2026-01-05 14:19:27,0,0,A5NS193461028
9,2026-01-05 15:38:50,0,0,A5NS193461028
13,2026-01-05 16:47:45,0,0,A5NS193461028
12,2026-01-05 17:41:48,0,0,A5NS193461028
