userid,checktime,verifycode,workcode,sn
15,2025-12-12 01:36:03,0,0,A5NS193461028
15,2025-12-12 05:44:30,0,0,A5NS193461028
15,2025-12-12 07:48:35,0,0,A5NS193461028
13,2025-12-12 08:46:31,0,0,A5NS193461028
13,2025-12-12 08:48:48,0,0,A5NS193461028
13,2025-12-12 08:48:53,0,0,A5NS193461028
13,2025-12-12 08:48:58,0,0,A5NS193461028
13,2025-12-12 08:49:02,0,0,A5NS193461028
13,2025-12-12 08:49:12,0,0,A5NS193461028
13,2025-12-12 08:49:18,0,0,A5NS193461028
13,2025-12-12 08:49:22,0,0,A5NS193461028
3,2025-12-12 11:01:56,0,0,A5NS193461028
3,2025-12-12 11:15:56,0,0,A5NS193461028
3,2025-12-12 11:15:58,0,0,A5NS193461028
3,2025-12-12 12:29:49,0,0,A5NS193461028
13,2025-12-12 12:30:45,0,0,A5NS193461028
13,2025-12-12 12:30:49,0,0,A5NS193461028
15,2025-12-12 13:15:01,0,0,A5NS193461028
3,2025-12-12 17:34:29,0,0,A5NS193461028
