userid,checktime,verifycode,workcode,sn
15,2025-11-12 01:42:31,0,0,A5NS193461028
5,2025-11-12 04:56:38,0,0,A5NS193461028
15,2025-11-12 05:38:39,0,0,A5NS193461028
15,2025-11-12 06:07:04,0,0,A5NS193461028
12,2025-11-12 06:56:17,0,0,A5NS193461028
5,2025-11-12 08:51:55,0,0,A5NS193461028
13,2025-11-12 09:14:55,0,0,A5NS193461028
8,2025-11-12 10:19:06,0,0,A5NS193461028
8,2025-11-12 10:19:17,0,0,A5NS193461028
15,2025-11-12 10:50:57,0,0,A5NS193461028
15,2025-11-12 10:52:59,0,0,A5NS193461028
3,2025-11-12 11:00:39,0,0,A5NS193461028
7,2025-11-12 11:23:07,0,0,A5NS193461028
15,2025-11-12 11:23:24,0,0,A5NS193461028
9,2025-11-12 11:31:37,0,0,A5NS193461028
1,2025-11-12 12:12:21,0,0,A5NS193461028
5,2025-11-12 12:12:43,0,0,A5NS193461028
12,2025-11-12 12:33:33,0,0,A5NS193461028
15,2025-11-12 12:34:09,0,0,A5NS193461028
17,2025-11-12 12:39:24,0,0,A5NS193461028
17,2025-11-12 12:39:34,0,0,A5NS193461028
15,2025-11-12 12:57:00,0,0,A5NS193461028
15,2025-11-12 13:50:01,0,0,A5NS193461028
13,2025-11-12 15:30:02,0,0,A5NS193461028
15,2025-11-12 15:39:09,0,0,A5NS193461028
