userid,checktime,verifycode,workcode,sn
5,2026-02-06 05:21:19,0,0,A5NS193461028
15,2026-02-06 07:49:03,0,0,A5NS193461028
15,2026-02-06 08:15:44,0,0,A5NS193461028
15,2026-02-06 08:50:43,0,0,A5NS193461028
5,2026-02-06 09:19:48,0,0,A5NS193461028
5,2026-02-06 10:12:07,0,0,A5NS193461028
15,2026-02-06 12:58:14,0,0,A5NS193461028
15,2026-02-06 12:58:16,0,0,A5NS193461028
15,2026-02-06 15:28:32,0,0,A5NS193461028
15,2026-02-06 16:09:58,0,0,A5NS193461028
15,2026-02-06 17:06:55,0,0,A5NS193461028
17,2026-02-06 17:08:47,0,0,A5NS193461028
