userid,checktime,verifycode,workcode,sn
5,2026-02-04 05:23:48,0,0,A5NS193461028
15,2026-02-04 06:17:32,0,0,A5NS193461028
15,2026-02-04 08:11:28,0,0,A5NS193461028
40,2026-02-04 08:26:17,0,0,A5NS193461028
40,2026-02-04 08:26:22,0,0,A5NS193461028
40,2026-02-04 08:26:27,0,0,A5NS193461028
40,2026-02-04 08:26:31,0,0,A5NS193461028
40,2026-02-04 08:26:35,0,0,A5NS193461028
40,2026-02-04 08:26:39,0,0,A5NS193461028
40,2026-02-04 08:26:45,0,0,A5NS193461028
40,2026-02-04 08:26:54,0,0,A5NS193461028
40,2026-02-04 08:26:59,0,0,A5NS193461028
40,2026-02-04 08:27:04,0,0,A5NS193461028
13,2026-02-04 08:36:26,0,0,A5NS193461028
13,2026-02-04 08:36:27,0,0,A5NS193461028
1,2026-02-04 09:33:53,0,0,A5NS193461028
4,2026-02-04 10:15:27,0,0,A5NS193461028
14,2026-02-04 10:52:44,0,0,A5NS193461028
14,2026-02-04 10:52:46,0,0,A5NS193461028
3,2026-02-04 11:15:52,0,0,A5NS193461028
3,2026-02-04 11:16:01,0,0,A5NS193461028
15,2026-02-04 11:23:29,0,0,A5NS193461028
15,2026-02-04 11:32:28,0,0,A5NS193461028
12,2026-02-04 15:47:00,0,0,A5NS193461028
12,2026-02-04 15:47:02,0,0,A5NS193461028
15,2026-02-04 17:07:04,0,0,A5NS193461028
