userid,checktime,verifycode,workcode,sn
15,2026-01-12 01:38:02,0,0,A5NS193461028
15,2026-01-12 07:40:25,0,0,A5NS193461028
15,2026-01-12 09:35:41,0,0,A5NS193461028
13,2026-01-12 10:18:05,0,0,A5NS193461028
5,2026-01-12 12:28:47,0,0,A5NS193461028
5,2026-01-12 12:28:49,0,0,A5NS193461028
5,2026-01-12 13:58:54,0,0,A5NS193461028
13,2026-01-12 14:04:36,0,0,A5NS193461028
13,2026-01-12 14:04:36,0,0,A5NS193461028
15,2026-01-12 14:13:21,0,0,A5NS193461028
15,2026-01-12 15:07:36,0,0,A5NS193461028
15,2026-01-12 15:52:17,0,0,A5NS193461028
