userid,checktime,verifycode,workcode,sn
15,2026-01-14 00:56:44,0,0,A5NS193461028
15,2026-01-14 06:29:49,0,0,A5NS193461028
15,2026-01-14 07:51:37,0,0,A5NS193461028
15,2026-01-14 09:04:35,0,0,A5NS193461028
13,2026-01-14 10:22:03,0,0,A5NS193461028
15,2026-01-14 10:25:38,0,0,A5NS193461028
5,2026-01-14 10:26:34,0,0,A5NS193461028
5,2026-01-14 10:49:20,0,0,A5NS193461028
5,2026-01-14 10:51:51,0,0,A5NS193461028
14,2026-01-14 10:55:33,0,0,A5NS193461028
17,2026-01-14 11:01:26,0,0,A5NS193461028
9,2026-01-14 11:17:17,0,0,A5NS193461028
15,2026-01-14 11:45:12,0,0,A5NS193461028
40,2026-01-14 11:46:46,0,0,A5NS193461028
15,2026-01-14 12:18:31,0,0,A5NS193461028
15,2026-01-14 12:41:28,0,0,A5NS193461028
40,2026-01-14 13:01:52,0,0,A5NS193461028
15,2026-01-14 13:32:00,0,0,A5NS193461028
12,2026-01-14 13:43:10,0,0,A5NS193461028
40,2026-01-14 14:21:02,0,0,A5NS193461028
40,2026-01-14 14:21:10,0,0,A5NS193461028
12,2026-01-14 17:45:06,0,0,A5NS193461028
