userid,checktime,verifycode,workcode,sn
15,2025-12-16 01:11:46,0,0,A5NS193461028
5,2025-12-16 04:58:09,0,0,A5NS193461028
15,2025-12-16 07:36:05,0,0,A5NS193461028
15,2025-12-16 08:04:13,0,0,A5NS193461028
13,2025-12-16 08:55:17,0,0,A5NS193461028
15,2025-12-16 11:52:33,0,0,A5NS193461028
9,2025-12-16 12:06:23,0,0,A5NS193461028
5,2025-12-16 12:21:23,0,0,A5NS193461028
15,2025-12-16 12:45:33,0,0,A5NS193461028
1,2025-12-16 14:12:24,0,0,A5NS193461028
28,2025-12-16 14:56:10,0,0,A5NS193461028
5,2025-12-16 15:45:10,0,0,A5NS193461028
13,2025-12-16 15:51:36,0,0,A5NS193461028
