userid,checktime,verifycode,workcode,sn
15,2025-11-27 00:18:40,0,0,A5NS193461028
5,2025-11-27 04:51:47,0,0,A5NS193461028
13,2025-11-27 08:41:03,0,0,A5NS193461028
3,2025-11-27 09:08:09,0,0,A5NS193461028
15,2025-11-27 09:13:33,0,0,A5NS193461028
15,2025-11-27 10:11:55,0,0,A5NS193461028
8,2025-11-27 10:28:16,0,0,A5NS193461028
8,2025-11-27 10:28:17,0,0,A5NS193461028
9,2025-11-27 10:42:03,0,0,A5NS193461028
7,2025-11-27 11:11:49,0,0,A5NS193461028
15,2025-11-27 11:12:03,0,0,A5NS193461028
4,2025-11-27 11:44:17,0,0,A5NS193461028
15,2025-11-27 12:57:21,0,0,A5NS193461028
14,2025-11-27 13:30:46,0,0,A5NS193461028
2,2025-11-27 13:48:28,0,0,A5NS193461028
14,2025-11-27 13:59:45,0,0,A5NS193461028
15,2025-11-27 14:06:58,0,0,A5NS193461028
15,2025-11-27 14:37:39,0,0,A5NS193461028
15,2025-11-27 15:07:25,0,0,A5NS193461028
3,2025-11-27 15:52:57,0,0,A5NS193461028
3,2025-11-27 15:52:58,0,0,A5NS193461028
3,2025-11-27 16:08:25,0,0,A5NS193461028
3,2025-11-27 16:08:26,0,0,A5NS193461028
13,2025-11-27 16:43:00,0,0,A5NS193461028
15,2025-11-27 16:55:25,0,0,A5NS193461028
15,2025-11-27 17:40:41,0,0,A5NS193461028
