userid,checktime,verifycode,workcode,sn
5,2026-01-28 05:19:46,0,0,A5NS193461028
15,2026-01-28 05:34:12,0,0,A5NS193461028
15,2026-01-28 07:58:02,0,0,A5NS193461028
15,2026-01-28 08:01:56,0,0,A5NS193461028
15,2026-01-28 08:21:02,0,0,A5NS193461028
15,2026-01-28 08:21:06,0,0,A5NS193461028
13,2026-01-28 08:42:56,0,0,A5NS193461028
13,2026-01-28 08:43:03,0,0,A5NS193461028
13,2026-01-28 08:43:07,0,0,A5NS193461028
13,2026-01-28 08:43:11,0,0,A5NS193461028
13,2026-01-28 08:43:16,0,0,A5NS193461028
17,2026-01-28 09:57:00,0,0,A5NS193461028
14,2026-01-28 11:04:13,0,0,A5NS193461028
9,2026-01-28 11:29:42,0,0,A5NS193461028
15,2026-01-28 11:42:22,0,0,A5NS193461028
15,2026-01-28 11:42:26,0,0,A5NS193461028
15,2026-01-28 12:05:36,0,0,A5NS193461028
5,2026-01-28 12:39:13,0,0,A5NS193461028
15,2026-01-28 12:49:16,0,0,A5NS193461028
25,2026-01-28 12:56:42,0,0,A5NS193461028
15,2026-01-28 13:16:05,0,0,A5NS193461028
5,2026-01-28 16:00:17,0,0,A5NS193461028
15,2026-01-28 17:13:15,0,0,A5NS193461028
25,2026-01-28 17:20:39,0,0,A5NS193461028
15,2026-01-28 17:41:50,0,0,A5NS193461028
