userid,checktime,verifycode,workcode,sn
15,2025-11-21 00:30:29,0,0,A5NS193461028
5,2025-11-21 04:53:28,0,0,A5NS193461028
15,2025-11-21 07:39:35,0,0,A5NS193461028
15,2025-11-21 08:40:39,0,0,A5NS193461028
15,2025-11-21 08:45:25,0,0,A5NS193461028
15,2025-11-21 08:57:45,0,0,A5NS193461028
15,2025-11-21 09:14:28,0,0,A5NS193461028
15,2025-11-21 09:26:43,0,0,A5NS193461028
12,2025-11-21 10:23:16,0,0,A5NS193461028
15,2025-11-21 11:05:42,0,0,A5NS193461028
15,2025-11-21 11:55:52,0,0,A5NS193461028
5,2025-11-21 12:31:12,0,0,A5NS193461028
5,2025-11-21 12:44:07,0,0,A5NS193461028
15,2025-11-21 12:55:38,0,0,A5NS193461028
12,2025-11-21 14:12:44,0,0,A5NS193461028
