userid,checktime,verifycode,workcode,sn
15,2026-03-09 04:21:20,0,0,A5NS193461028
15,2026-03-09 05:32:00,0,0,A5NS193461028
17,2026-03-09 06:18:00,0,0,A5NS193461028
13,2026-03-09 08:30:38,0,0,A5NS193461028
9,2026-03-09 10:07:27,0,0,A5NS193461028
29,2026-03-09 10:08:38,0,0,A5NS193461028
29,2026-03-09 10:10:35,0,0,A5NS193461028
40,2026-03-09 10:14:18,0,0,A5NS193461028
17,2026-03-09 11:18:53,0,0,A5NS193461028
7,2026-03-09 11:22:47,0,0,A5NS193461028
15,2026-03-09 11:35:02,0,0,A5NS193461028
29,2026-03-09 12:49:56,0,0,A5NS193461028
15,2026-03-09 14:00:19,0,0,A5NS193461028
15,2026-03-09 14:47:56,0,0,A5NS193461028
15,2026-03-09 15:37:09,0,0,A5NS193461028
