userid,checktime,verifycode,workcode,sn
15,2025-12-17 00:34:32,0,0,A5NS193461028
5,2025-12-17 04:56:53,0,0,A5NS193461028
15,2025-12-17 06:57:40,0,0,A5NS193461028
14,2025-12-17 10:17:41,0,0,A5NS193461028
1,2025-12-17 10:35:51,0,0,A5NS193461028
17,2025-12-17 10:45:01,0,0,A5NS193461028
9,2025-12-17 11:20:33,0,0,A5NS193461028
13,2025-12-17 11:26:43,0,0,A5NS193461028
17,2025-12-17 11:57:10,0,0,A5NS193461028
15,2025-12-17 12:02:04,0,0,A5NS193461028
1,2025-12-17 12:25:12,0,0,A5NS193461028
12,2025-12-17 12:29:32,0,0,A5NS193461028
17,2025-12-17 12:57:11,0,0,A5NS193461028
2,2025-12-17 13:12:53,0,0,A5NS193461028
15,2025-12-17 13:28:55,0,0,A5NS193461028
15,2025-12-17 13:59:29,0,0,A5NS193461028
15,2025-12-17 14:04:51,0,0,A5NS193461028
15,2025-12-17 14:47:34,0,0,A5NS193461028
5,2025-12-17 15:47:43,0,0,A5NS193461028
