userid,checktime,verifycode,workcode,sn
15,2025-12-15 01:49:08,0,0,A5NS193461028
15,2025-12-15 06:35:50,0,0,A5NS193461028
13,2025-12-15 08:44:16,0,0,A5NS193461028
15,2025-12-15 08:58:02,0,0,A5NS193461028
15,2025-12-15 10:05:29,0,0,A5NS193461028
15,2025-12-15 10:24:25,0,0,A5NS193461028
12,2025-12-15 10:42:01,0,0,A5NS193461028
14,2025-12-15 11:01:35,0,0,A5NS193461028
14,2025-12-15 11:01:36,0,0,A5NS193461028
15,2025-12-15 11:09:39,0,0,A5NS193461028
9,2025-12-15 12:01:19,0,0,A5NS193461028
15,2025-12-15 12:53:35,0,0,A5NS193461028
13,2025-12-15 15:57:57,0,0,A5NS193461028
15,2025-12-15 17:04:42,0,0,A5NS193461028
