userid,checktime,verifycode,workcode,sn
15,2026-01-09 07:12:13,0,0,A5NS193461028
15,2026-01-09 08:19:20,0,0,A5NS193461028
15,2026-01-09 08:20:51,0,0,A5NS193461028
15,2026-01-09 08:37:16,0,0,A5NS193461028
15,2026-01-09 09:08:19,0,0,A5NS193461028
40,2026-01-09 09:38:51,0,0,A5NS193461028
40,2026-01-09 09:39:02,0,0,A5NS193461028
15,2026-01-09 10:42:21,0,0,A5NS193461028
15,2026-01-09 11:32:48,0,0,A5NS193461028
15,2026-01-09 11:34:45,0,0,A5NS193461028
5,2026-01-09 12:45:04,0,0,A5NS193461028
5,2026-01-09 12:45:06,0,0,A5NS193461028
40,2026-01-09 12:45:39,0,0,A5NS193461028
40,2026-01-09 12:45:47,0,0,A5NS193461028
15,2026-01-09 12:58:37,0,0,A5NS193461028
15,2026-01-09 13:16:13,0,0,A5NS193461028
15,2026-01-09 13:40:21,0,0,A5NS193461028
15,2026-01-09 14:11:57,0,0,A5NS193461028
15,2026-01-09 14:33:52,0,0,A5NS193461028
1,2026-01-09 14:34:20,0,0,A5NS193461028
15,2026-01-09 14:35:35,0,0,A5NS193461028
