userid,checktime,verifycode,workcode,sn
15,2026-03-04 02:46:53,0,0,A5NS193461028
5,2026-03-04 05:24:24,0,0,A5NS193461028
15,2026-03-04 05:28:45,0,0,A5NS193461028
17,2026-03-04 09:14:29,0,0,A5NS193461028
3,2026-03-04 09:55:51,0,0,A5NS193461028
9,2026-03-04 10:33:53,0,0,A5NS193461028
14,2026-03-04 10:46:12,0,0,A5NS193461028
14,2026-03-04 10:46:14,0,0,A5NS193461028
7,2026-03-04 11:00:00,0,0,A5NS193461028
15,2026-03-04 11:00:14,0,0,A5NS193461028
25,2026-03-04 12:26:08,0,0,A5NS193461028
4,2026-03-04 12:35:26,0,0,A5NS193461028
4,2026-03-04 12:35:27,0,0,A5NS193461028
1,2026-03-04 13:01:34,0,0,A5NS193461028
14,2026-03-04 14:14:28,0,0,A5NS193461028
15,2026-03-04 14:45:12,0,0,A5NS193461028
