userid,checktime,verifycode,workcode,sn
15,2025-12-23 01:29:17,0,0,A5NS193461028
15,2025-12-23 07:08:36,0,0,A5NS193461028
15,2025-12-23 07:12:04,0,0,A5NS193461028
15,2025-12-23 07:46:21,0,0,A5NS193461028
29,2025-12-23 08:33:50,0,0,A5NS193461028
3,2025-12-23 09:26:36,0,0,A5NS193461028
12,2025-12-23 09:26:43,0,0,A5NS193461028
29,2025-12-23 09:42:34,0,0,A5NS193461028
29,2025-12-23 09:45:15,0,0,A5NS193461028
29,2025-12-23 09:45:17,0,0,A5NS193461028
13,2025-12-23 09:56:21,0,0,A5NS193461028
13,2025-12-23 09:56:21,0,0,A5NS193461028
29,2025-12-23 10:08:15,0,0,A5NS193461028
29,2025-12-23 10:08:16,0,0,A5NS193461028
14,2025-12-23 10:54:41,0,0,A5NS193461028
9,2025-12-23 11:17:25,0,0,A5NS193461028
15,2025-12-23 11:40:25,0,0,A5NS193461028
15,2025-12-23 12:33:08,0,0,A5NS193461028
29,2025-12-23 12:45:58,0,0,A5NS193461028
15,2025-12-23 13:05:05,0,0,A5NS193461028
15,2025-12-23 14:17:01,0,0,A5NS193461028
29,2025-12-23 14:49:54,0,0,A5NS193461028
15,2025-12-23 17:50:44,0,0,A5NS193461028
