userid,checktime,verifycode,workcode,sn
15,2026-01-27 01:03:03,0,0,A5NS193461028
5,2026-01-27 05:35:59,0,0,A5NS193461028
15,2026-01-27 09:39:01,0,0,A5NS193461028
17,2026-01-27 09:47:11,0,0,A5NS193461028
12,2026-01-27 10:06:53,0,0,A5NS193461028
13,2026-01-27 10:42:27,0,0,A5NS193461028
14,2026-01-27 10:52:26,0,0,A5NS193461028
3,2026-01-27 11:10:27,0,0,A5NS193461028
9,2026-01-27 11:16:05,0,0,A5NS193461028
15,2026-01-27 11:42:15,0,0,A5NS193461028
5,2026-01-27 12:09:51,0,0,A5NS193461028
15,2026-01-27 12:23:07,0,0,A5NS193461028
15,2026-01-27 12:24:12,0,0,A5NS193461028
5,2026-01-27 12:41:20,0,0,A5NS193461028
13,2026-01-27 14:28:48,0,0,A5NS193461028
5,2026-01-27 15:54:07,0,0,A5NS193461028
