userid,checktime,verifycode,workcode,sn
5,2025-12-19 04:57:36,0,0,A5NS193461028
15,2025-12-19 06:25:13,0,0,A5NS193461028
15,2025-12-19 07:28:45,0,0,A5NS193461028
15,2025-12-19 09:14:26,0,0,A5NS193461028
40,2025-12-19 10:01:46,0,0,A5NS193461028
40,2025-12-19 10:01:57,0,0,A5NS193461028
40,2025-12-19 10:50:39,0,0,A5NS193461028
29,2025-12-19 11:35:38,0,0,A5NS193461028
12,2025-12-19 12:26:09,0,0,A5NS193461028
15,2025-12-19 12:43:48,0,0,A5NS193461028
29,2025-12-19 13:12:07,0,0,A5NS193461028
5,2025-12-19 13:36:28,0,0,A5NS193461028
29,2025-12-19 14:48:37,0,0,A5NS193461028
15,2025-12-19 15:31:05,0,0,A5NS193461028
29,2025-12-19 16:03:17,0,0,A5NS193461028
40,2025-12-19 16:45:35,0,0,A5NS193461028
29,2025-12-19 17:01:53,0,0,A5NS193461028
29,2025-12-19 17:04:42,0,0,A5NS193461028
