userid,checktime,verifycode,workcode,sn
15,2025-12-18 02:22:37,0,0,A5NS193461028
15,2025-12-18 06:33:08,0,0,A5NS193461028
15,2025-12-18 08:01:13,0,0,A5NS193461028
15,2025-12-18 08:42:04,0,0,A5NS193461028
15,2025-12-18 09:20:01,0,0,A5NS193461028
13,2025-12-18 09:26:05,0,0,A5NS193461028
29,2025-12-18 09:48:40,0,0,A5NS193461028
29,2025-12-18 09:48:42,0,0,A5NS193461028
15,2025-12-18 10:06:04,0,0,A5NS193461028
15,2025-12-18 10:06:08,0,0,A5NS193461028
15,2025-12-18 10:50:47,0,0,A5NS193461028
9,2025-12-18 11:24:29,0,0,A5NS193461028
14,2025-12-18 11:49:01,0,0,A5NS193461028
15,2025-12-18 11:51:40,0,0,A5NS193461028
5,2025-12-18 12:23:46,0,0,A5NS193461028
15,2025-12-18 12:35:33,0,0,A5NS193461028
12,2025-12-18 12:41:36,0,0,A5NS193461028
40,2025-12-18 12:42:33,0,0,A5NS193461028
40,2025-12-18 12:42:42,0,0,A5NS193461028
15,2025-12-18 12:58:20,0,0,A5NS193461028
15,2025-12-18 15:50:01,0,0,A5NS193461028
