userid,checktime,verifycode,workcode,sn
15,2025-11-20 00:07:08,0,0,A5NS193461028
5,2025-11-20 04:54:03,0,0,A5NS193461028
15,2025-11-20 07:58:58,0,0,A5NS193461028
9,2025-11-20 10:26:18,0,0,A5NS193461028
15,2025-11-20 10:46:27,0,0,A5NS193461028
7,2025-11-20 11:11:24,0,0,A5NS193461028
15,2025-11-20 11:11:54,0,0,A5NS193461028
15,2025-11-20 12:26:27,0,0,A5NS193461028
2,2025-11-20 13:47:04,0,0,A5NS193461028
15,2025-11-20 15:34:19,0,0,A5NS193461028
15,2025-11-20 15:35:30,0,0,A5NS193461028
5,2025-11-20 15:37:36,0,0,A5NS193461028
15,2025-11-20 15:59:45,0,0,A5NS193461028
