userid,checktime,verifycode,workcode,sn
15,2026-03-10 03:19:09,0,0,A5NS193461028
5,2026-03-10 05:27:41,0,0,A5NS193461028
15,2026-03-10 05:33:52,0,0,A5NS193461028
13,2026-03-10 08:41:29,0,0,A5NS193461028
9,2026-03-10 10:07:30,0,0,A5NS193461028
7,2026-03-10 10:38:32,0,0,A5NS193461028
15,2026-03-10 10:39:41,0,0,A5NS193461028
15,2026-03-10 10:46:09,0,0,A5NS193461028
15,2026-03-10 10:53:21,0,0,A5NS193461028
15,2026-03-10 11:01:08,0,0,A5NS193461028
15,2026-03-10 11:02:50,0,0,A5NS193461028
15,2026-03-10 11:11:34,0,0,A5NS193461028
15,2026-03-10 13:55:16,0,0,A5NS193461028
