userid,checktime,verifycode,workcode,sn
15,2026-02-02 01:25:45,0,0,A5NS193461028
15,2026-02-02 07:10:57,0,0,A5NS193461028
40,2026-02-02 08:29:55,0,0,A5NS193461028
40,2026-02-02 08:30:00,0,0,A5NS193461028
40,2026-02-02 08:30:06,0,0,A5NS193461028
40,2026-02-02 08:30:16,0,0,A5NS193461028
40,2026-02-02 08:30:22,0,0,A5NS193461028
40,2026-02-02 08:33:24,0,0,A5NS193461028
40,2026-02-02 08:33:34,0,0,A5NS193461028
40,2026-02-02 08:33:46,0,0,A5NS193461028
40,2026-02-02 08:33:52,0,0,A5NS193461028
13,2026-02-02 08:55:02,0,0,A5NS193461028
13,2026-02-02 08:55:02,0,0,A5NS193461028
13,2026-02-02 08:55:12,0,0,A5NS193461028
3,2026-02-02 09:44:14,0,0,A5NS193461028
8,2026-02-02 10:27:11,0,0,A5NS193461028
8,2026-02-02 10:27:15,0,0,A5NS193461028
15,2026-02-02 10:57:18,0,0,A5NS193461028
