userid,checktime,verifycode,workcode,sn
5,2026-01-06 05:09:25,0,0,A5NS193461028
17,2026-01-06 07:18:35,0,0,A5NS193461028
12,2026-01-06 09:37:32,0,0,A5NS193461028
13,2026-01-06 09:55:25,0,0,A5NS193461028
13,2026-01-06 09:55:31,0,0,A5NS193461028
13,2026-01-06 09:55:34,0,0,A5NS193461028
3,2026-01-06 10:11:55,0,0,A5NS193461028
3,2026-01-06 10:11:56,0,0,A5NS193461028
3,2026-01-06 10:15:28,0,0,A5NS193461028
14,2026-01-06 10:34:36,0,0,A5NS193461028
8,2026-01-06 11:18:01,0,0,A5NS193461028
8,2026-01-06 11:18:06,0,0,A5NS193461028
9,2026-01-06 11:43:46,0,0,A5NS193461028
5,2026-01-06 12:38:40,0,0,A5NS193461028
9,2026-01-06 14:01:05,0,0,A5NS193461028
13,2026-01-06 16:41:59,0,0,A5NS193461028
