userid,checktime,verifycode,workcode,sn
5,2026-01-08 04:59:05,0,0,A5NS193461028
15,2026-01-08 07:15:02,0,0,A5NS193461028
15,2026-01-08 07:30:13,0,0,A5NS193461028
2,2026-01-08 08:12:33,0,0,A5NS193461028
15,2026-01-08 08:47:44,0,0,A5NS193461028
13,2026-01-08 09:08:19,0,0,A5NS193461028
17,2026-01-08 09:17:34,0,0,A5NS193461028
40,2026-01-08 11:02:38,0,0,A5NS193461028
14,2026-01-08 11:04:33,0,0,A5NS193461028
9,2026-01-08 11:44:11,0,0,A5NS193461028
15,2026-01-08 11:49:52,0,0,A5NS193461028
15,2026-01-08 12:32:59,0,0,A5NS193461028
15,2026-01-08 15:06:20,0,0,A5NS193461028
15,2026-01-08 15:06:23,0,0,A5NS193461028
5,2026-01-08 15:58:14,0,0,A5NS193461028
9,2026-01-08 16:00:56,0,0,A5NS193461028
12,2026-01-08 16:05:58,0,0,A5NS193461028
