userid,checktime,verifycode,workcode,sn
15,2025-12-11 01:04:26,0,0,A5NS193461028
12,2025-12-11 07:19:15,0,0,A5NS193461028
15,2025-12-11 08:06:13,0,0,A5NS193461028
3,2025-12-11 09:01:39,0,0,A5NS193461028
29,2025-12-11 09:04:28,0,0,A5NS193461028
8,2025-12-11 09:58:03,0,0,A5NS193461028
15,2025-12-11 10:28:29,0,0,A5NS193461028
14,2025-12-11 10:35:48,0,0,A5NS193461028
14,2025-12-11 10:35:49,0,0,A5NS193461028
7,2025-12-11 11:23:57,0,0,A5NS193461028
15,2025-12-11 11:25:00,0,0,A5NS193461028
15,2025-12-11 11:40:08,0,0,A5NS193461028
15,2025-12-11 11:40:15,0,0,A5NS193461028
15,2025-12-11 15:09:44,0,0,A5NS193461028
12,2025-12-11 15:42:41,0,0,A5NS193461028
15,2025-12-11 15:48:30,0,0,A5NS193461028
15,2025-12-11 16:28:56,0,0,A5NS193461028
