userid,checktime,verifycode,workcode,sn
5,2026-02-05 05:16:08,0,0,A5NS193461028
15,2026-02-05 06:11:15,0,0,A5NS193461028
17,2026-02-05 06:51:16,0,0,A5NS193461028
15,2026-02-05 07:57:02,0,0,A5NS193461028
3,2026-02-05 08:16:24,0,0,A5NS193461028
3,2026-02-05 08:16:43,0,0,A5NS193461028
3,2026-02-05 08:16:46,0,0,A5NS193461028
15,2026-02-05 08:20:57,0,0,A5NS193461028
11,2026-02-05 08:26:23,0,0,A5NS193461028
1,2026-02-05 08:32:04,0,0,A5NS193461028
1,2026-02-05 08:32:06,0,0,A5NS193461028
11,2026-02-05 08:38:20,0,0,A5NS193461028
15,2026-02-05 08:49:14,0,0,A5NS193461028
13,2026-02-05 08:59:51,0,0,A5NS193461028
13,2026-02-05 08:59:51,0,0,A5NS193461028
15,2026-02-05 09:00:00,0,0,A5NS193461028
11,2026-02-05 09:08:28,0,0,A5NS193461028
15,2026-02-05 09:38:36,0,0,A5NS193461028
8,2026-02-05 09:54:55,0,0,A5NS193461028
15,2026-02-05 10:25:51,0,0,A5NS193461028
14,2026-02-05 10:41:50,0,0,A5NS193461028
15,2026-02-05 11:31:10,0,0,A5NS193461028
15,2026-02-05 11:38:03,0,0,A5NS193461028
15,2026-02-05 12:27:09,0,0,A5NS193461028
15,2026-02-05 12:54:27,0,0,A5NS193461028
15,2026-02-05 13:37:46,0,0,A5NS193461028
3,2026-02-05 14:27:22,0,0,A5NS193461028
3,2026-02-05 14:27:23,0,0,A5NS193461028
13,2026-02-05 14:47:01,0,0,A5NS193461028
13,2026-02-05 14:47:07,0,0,A5NS193461028
5,2026-02-05 14:48:55,0,0,A5NS193461028
14,2026-02-05 14:49:17,0,0,A5NS193461028
14,2026-02-05 14:49:19,0,0,A5NS193461028
14,2026-02-05 14:51:23,0,0,A5NS193461028
12,2026-02-05 16:48:03,0,0,A5NS193461028
15,2026-02-05 16:59:45,0,0,A5NS193461028
