userid,checktime,verifycode,workcode,sn
15,2025-11-25 00:21:13,0,0,A5NS193461028
5,2025-11-25 04:49:28,0,0,A5NS193461028
13,2025-11-25 08:51:16,0,0,A5NS193461028
3,2025-11-25 09:50:31,0,0,A5NS193461028
14,2025-11-25 10:28:26,0,0,A5NS193461028
9,2025-11-25 10:33:25,0,0,A5NS193461028
7,2025-11-25 11:12:21,0,0,A5NS193461028
15,2025-11-25 11:12:33,0,0,A5NS193461028
15,2025-11-25 11:49:02,0,0,A5NS193461028
17,2025-11-25 12:40:16,0,0,A5NS193461028
15,2025-11-25 12:48:20,0,0,A5NS193461028
17,2025-11-25 13:55:40,0,0,A5NS193461028
15,2025-11-25 14:09:48,0,0,A5NS193461028
3,2025-11-25 14:48:58,0,0,A5NS193461028
3,2025-11-25 14:48:59,0,0,A5NS193461028
3,2025-11-25 14:49:01,0,0,A5NS193461028
3,2025-11-25 14:52:22,0,0,A5NS193461028
3,2025-11-25 14:52:23,0,0,A5NS193461028
3,2025-11-25 15:56:53,0,0,A5NS193461028
5,2025-11-25 16:59:29,0,0,A5NS193461028
5,2025-11-25 16:59:30,0,0,A5NS193461028
