userid,checktime,verifycode,workcode,sn
15,2025-11-17 01:11:33,0,0,A5NS193461028
15,2025-11-17 07:40:59,0,0,A5NS193461028
13,2025-11-17 09:04:13,0,0,A5NS193461028
13,2025-11-17 09:07:26,0,0,A5NS193461028
9,2025-11-17 11:18:08,0,0,A5NS193461028
7,2025-11-17 11:33:21,0,0,A5NS193461028
7,2025-11-17 11:33:23,0,0,A5NS193461028
13,2025-11-17 11:51:33,0,0,A5NS193461028
15,2025-11-17 12:11:00,0,0,A5NS193461028
5,2025-11-17 13:45:00,0,0,A5NS193461028
15,2025-11-17 13:46:48,0,0,A5NS193461028
15,2025-11-17 15:28:57,0,0,A5NS193461028
15,2025-11-17 16:13:19,0,0,A5NS193461028
13,2025-11-17 16:18:56,0,0,A5NS193461028
15,2025-11-17 17:33:33,0,0,A5NS193461028
