userid,checktime,verifycode,workcode,sn
15,2026-01-13 02:15:45,0,0,A5NS193461028
15,2026-01-13 07:36:52,0,0,A5NS193461028
15,2026-01-13 07:45:11,0,0,A5NS193461028
15,2026-01-13 09:11:37,0,0,A5NS193461028
13,2026-01-13 09:36:34,0,0,A5NS193461028
14,2026-01-13 10:42:40,0,0,A5NS193461028
5,2026-01-13 10:43:23,0,0,A5NS193461028
9,2026-01-13 11:22:50,0,0,A5NS193461028
15,2026-01-13 11:45:06,0,0,A5NS193461028
15,2026-01-13 12:09:25,0,0,A5NS193461028
5,2026-01-13 12:36:12,0,0,A5NS193461028
15,2026-01-13 13:02:16,0,0,A5NS193461028
9,2026-01-13 15:42:15,0,0,A5NS193461028
5,2026-01-13 16:07:58,0,0,A5NS193461028
15,2026-01-13 16:43:16,0,0,A5NS193461028
