userid,checktime,verifycode,workcode,sn
15,2025-12-10 01:05:19,0,0,A5NS193461028
15,2025-12-10 07:15:35,0,0,A5NS193461028
15,2025-12-10 08:27:36,0,0,A5NS193461028
13,2025-12-10 09:22:40,0,0,A5NS193461028
1,2025-12-10 09:48:59,0,0,A5NS193461028
2,2025-12-10 09:59:18,0,0,A5NS193461028
15,2025-12-10 10:34:12,0,0,A5NS193461028
16,2025-12-10 10:37:19,0,0,A5NS193461028
14,2025-12-10 10:45:21,0,0,A5NS193461028
3,2025-12-10 10:46:25,0,0,A5NS193461028
29,2025-12-10 10:51:14,0,0,A5NS193461028
29,2025-12-10 10:51:20,0,0,A5NS193461028
1,2025-12-10 10:53:35,0,0,A5NS193461028
15,2025-12-10 10:55:38,0,0,A5NS193461028
12,2025-12-10 11:13:31,0,0,A5NS193461028
16,2025-12-10 11:14:27,0,0,A5NS193461028
7,2025-12-10 11:22:49,0,0,A5NS193461028
9,2025-12-10 11:28:34,0,0,A5NS193461028
16,2025-12-10 11:40:08,0,0,A5NS193461028
12,2025-12-10 12:14:39,0,0,A5NS193461028
15,2025-12-10 12:19:03,0,0,A5NS193461028
29,2025-12-10 12:22:45,0,0,A5NS193461028
29,2025-12-10 12:22:51,0,0,A5NS193461028
15,2025-12-10 12:32:31,0,0,A5NS193461028
16,2025-12-10 13:43:31,0,0,A5NS193461028
29,2025-12-10 14:17:29,0,0,A5NS193461028
15,2025-12-10 15:48:27,0,0,A5NS193461028
15,2025-12-10 16:37:48,0,0,A5NS193461028
16,2025-12-10 17:34:52,0,0,A5NS193461028
