userid,checktime,verifycode,workcode,sn
15,2026-02-09 01:23:34,0,0,A5NS193461028
15,2026-02-09 07:25:10,0,0,A5NS193461028
15,2026-02-09 07:49:48,0,0,A5NS193461028
13,2026-02-09 09:01:28,0,0,A5NS193461028
4,2026-02-09 09:46:17,0,0,A5NS193461028
3,2026-02-09 10:11:37,0,0,A5NS193461028
25,2026-02-09 10:33:34,0,0,A5NS193461028
14,2026-02-09 10:33:36,0,0,A5NS193461028
17,2026-02-09 12:06:34,0,0,A5NS193461028
17,2026-02-09 12:22:52,0,0,A5NS193461028
9,2026-02-09 12:23:46,0,0,A5NS193461028
3,2026-02-09 12:39:13,0,0,A5NS193461028
4,2026-02-09 12:43:26,0,0,A5NS193461028
17,2026-02-09 13:01:06,0,0,A5NS193461028
15,2026-02-09 13:08:26,0,0,A5NS193461028
15,2026-02-09 13:29:17,0,0,A5NS193461028
17,2026-02-09 13:32:26,0,0,A5NS193461028
15,2026-02-09 14:02:13,0,0,A5NS193461028
12,2026-02-09 14:52:15,0,0,A5NS193461028
12,2026-02-09 14:53:54,0,0,A5NS193461028
5,2026-02-09 14:54:28,0,0,A5NS193461028
12,2026-02-09 15:04:47,0,0,A5NS193461028
12,2026-02-09 15:06:18,0,0,A5NS193461028
12,2026-02-09 15:07:48,0,0,A5NS193461028
25,2026-02-09 15:43:26,0,0,A5NS193461028
15,2026-02-09 15:59:57,0,0,A5NS193461028
5,2026-02-09 16:05:40,0,0,A5NS193461028
5,2026-02-09 16:19:33,0,0,A5NS193461028
5,2026-02-09 16:20:35,0,0,A5NS193461028
12,2026-02-09 17:57:20,0,0,A5NS193461028
