userid,checktime,verifycode,workcode,sn
15,2026-01-30 03:17:52,0,0,A5NS193461028
25,2026-01-30 05:25:59,0,0,A5NS193461028
25,2026-01-30 06:38:20,0,0,A5NS193461028
15,2026-01-30 06:53:59,0,0,A5NS193461028
15,2026-01-30 06:54:05,0,0,A5NS193461028
13,2026-01-30 07:02:21,0,0,A5NS193461028
13,2026-01-30 07:16:39,0,0,A5NS193461028
15,2026-01-30 13:16:25,0,0,A5NS193461028
5,2026-01-30 15:59:12,0,0,A5NS193461028
5,2026-01-30 16:00:52,0,0,A5NS193461028
5,2026-01-30 16:31:02,0,0,A5NS193461028
15,2026-01-30 16:38:08,0,0,A5NS193461028
25,2026-01-30 16:53:10,0,0,A5NS193461028
25,2026-01-30 16:53:11,0,0,A5NS193461028
13,2026-01-30 16:53:21,0,0,A5NS193461028
13,2026-01-30 16:53:27,0,0,A5NS193461028
15,2026-01-30 17:14:39,0,0,A5NS193461028
