userid,checktime,verifycode,workcode,sn
15,2026-03-02 03:30:46,0,0,A5NS193461028
15,2026-03-02 04:40:58,0,0,A5NS193461028
15,2026-03-02 04:41:59,0,0,A5NS193461028
15,2026-03-02 05:41:35,0,0,A5NS193461028
15,2026-03-02 07:02:06,0,0,A5NS193461028
15,2026-03-02 07:11:41,0,0,A5NS193461028
15,2026-03-02 07:21:03,0,0,A5NS193461028
13,2026-03-02 08:26:02,0,0,A5NS193461028
13,2026-03-02 08:29:36,0,0,A5NS193461028
40,2026-03-02 10:06:57,0,0,A5NS193461028
4,2026-03-02 10:22:11,0,0,A5NS193461028
4,2026-03-02 10:22:12,0,0,A5NS193461028
14,2026-03-02 10:33:13,0,0,A5NS193461028
9,2026-03-02 10:43:51,0,0,A5NS193461028
29,2026-03-02 10:48:14,0,0,A5NS193461028
7,2026-03-02 10:59:06,0,0,A5NS193461028
15,2026-03-02 10:59:35,0,0,A5NS193461028
29,2026-03-02 11:38:47,0,0,A5NS193461028
4,2026-03-02 12:26:07,0,0,A5NS193461028
4,2026-03-02 12:26:08,0,0,A5NS193461028
15,2026-03-02 12:47:17,0,0,A5NS193461028
15,2026-03-02 12:48:34,0,0,A5NS193461028
14,2026-03-02 14:03:06,0,0,A5NS193461028
14,2026-03-02 14:36:27,0,0,A5NS193461028
15,2026-03-02 16:48:14,0,0,A5NS193461028
