userid,checktime,verifycode,workcode,sn
15,2025-11-28 00:58:17,0,0,A5NS193461028
15,2025-11-28 06:51:23,0,0,A5NS193461028
29,2025-11-28 08:26:26,0,0,A5NS193461028
29,2025-11-28 08:26:33,0,0,A5NS193461028
15,2025-11-28 08:40:16,0,0,A5NS193461028
29,2025-11-28 09:29:53,0,0,A5NS193461028
15,2025-11-28 09:35:53,0,0,A5NS193461028
13,2025-11-28 10:21:00,0,0,A5NS193461028
5,2025-11-28 10:33:32,0,0,A5NS193461028
5,2025-11-28 10:33:35,0,0,A5NS193461028
29,2025-11-28 11:22:36,0,0,A5NS193461028
29,2025-11-28 11:22:38,0,0,A5NS193461028
29,2025-11-28 11:22:41,0,0,A5NS193461028
13,2025-11-28 12:16:01,0,0,A5NS193461028
15,2025-11-28 12:32:15,0,0,A5NS193461028
15,2025-11-28 13:08:23,0,0,A5NS193461028
15,2025-11-28 13:12:57,0,0,A5NS193461028
