userid,checktime,verifycode,workcode,sn
15,2025-11-10 05:44:21,0,0,A5NS193461028
15,2025-11-10 06:00:40,0,0,A5NS193461028
3,2025-11-10 07:23:35,0,0,A5NS193461028
15,2025-11-10 10:12:39,0,0,A5NS193461028
3,2025-11-10 10:16:06,0,0,A5NS193461028
3,2025-11-10 10:16:07,0,0,A5NS193461028
15,2025-11-10 10:18:08,0,0,A5NS193461028
13,2025-11-10 10:25:01,0,0,A5NS193461028
29,2025-11-10 10:44:17,0,0,A5NS193461028
7,2025-11-10 11:16:33,0,0,A5NS193461028
15,2025-11-10 11:16:50,0,0,A5NS193461028
5,2025-11-10 12:10:04,0,0,A5NS193461028
5,2025-11-10 12:10:05,0,0,A5NS193461028
12,2025-11-10 12:11:31,0,0,A5NS193461028
15,2025-11-10 12:19:55,0,0,A5NS193461028
9,2025-11-10 12:20:41,0,0,A5NS193461028
15,2025-11-10 13:10:44,0,0,A5NS193461028
15,2025-11-10 15:26:42,0,0,A5NS193461028
