userid,checktime,verifycode,workcode,sn
15,2026-01-29 03:04:38,0,0,A5NS193461028
25,2026-01-29 06:12:18,0,0,A5NS193461028
40,2026-01-29 07:47:29,0,0,A5NS193461028
15,2026-01-29 08:51:26,0,0,A5NS193461028
40,2026-01-29 10:10:13,0,0,A5NS193461028
40,2026-01-29 10:10:22,0,0,A5NS193461028
14,2026-01-29 10:52:58,0,0,A5NS193461028
9,2026-01-29 11:13:13,0,0,A5NS193461028
9,2026-01-29 11:13:22,0,0,A5NS193461028
15,2026-01-29 11:55:51,0,0,A5NS193461028
15,2026-01-29 12:09:30,0,0,A5NS193461028
40,2026-01-29 12:35:58,0,0,A5NS193461028
40,2026-01-29 12:36:03,0,0,A5NS193461028
40,2026-01-29 12:36:09,0,0,A5NS193461028
40,2026-01-29 12:36:16,0,0,A5NS193461028
40,2026-01-29 12:36:24,0,0,A5NS193461028
5,2026-01-29 12:36:31,0,0,A5NS193461028
29,2026-01-29 13:03:58,0,0,A5NS193461028
15,2026-01-29 13:36:49,0,0,A5NS193461028
15,2026-01-29 13:36:55,0,0,A5NS193461028
15,2026-01-29 13:36:59,0,0,A5NS193461028
25,2026-01-29 13:54:29,0,0,A5NS193461028
13,2026-01-29 13:54:30,0,0,A5NS193461028
15,2026-01-29 15:48:32,0,0,A5NS193461028
25,2026-01-29 17:34:39,0,0,A5NS193461028
12,2026-01-29 17:39:29,0,0,A5NS193461028
