userid,checktime,verifycode,workcode,sn
15,2026-01-07 00:13:43,0,0,A5NS193461028
15,2026-01-07 00:13:51,0,0,A5NS193461028
25,2026-01-07 05:10:11,0,0,A5NS193461028
5,2026-01-07 05:10:28,0,0,A5NS193461028
15,2026-01-07 06:49:48,0,0,A5NS193461028
15,2026-01-07 07:07:50,0,0,A5NS193461028
17,2026-01-07 09:43:42,0,0,A5NS193461028
15,2026-01-07 10:06:14,0,0,A5NS193461028
14,2026-01-07 10:46:32,0,0,A5NS193461028
9,2026-01-07 12:00:25,0,0,A5NS193461028
3,2026-01-07 12:50:00,0,0,A5NS193461028
15,2026-01-07 12:50:21,0,0,A5NS193461028
3,2026-01-07 12:56:33,0,0,A5NS193461028
15,2026-01-07 14:01:44,0,0,A5NS193461028
15,2026-01-07 14:43:24,0,0,A5NS193461028
15,2026-01-07 16:05:18,0,0,A5NS193461028
15,2026-01-07 16:08:40,0,0,A5NS193461028
25,2026-01-07 17:36:38,0,0,A5NS193461028
41,2026-01-07 17:39:24,0,0,A5NS193461028
