userid,checktime,verifycode,workcode,sn
15,2026-01-22 03:31:17,0,0,A5NS193461028
5,2026-01-22 05:20:28,0,0,A5NS193461028
15,2026-01-22 08:27:50,0,0,A5NS193461028
13,2026-01-22 08:56:19,0,0,A5NS193461028
14,2026-01-22 10:31:13,0,0,A5NS193461028
9,2026-01-22 10:36:32,0,0,A5NS193461028
15,2026-01-22 12:01:32,0,0,A5NS193461028
3,2026-01-22 12:24:44,0,0,A5NS193461028
2,2026-01-22 13:06:07,0,0,A5NS193461028
15,2026-01-22 14:02:19,0,0,A5NS193461028
3,2026-01-22 16:05:41,0,0,A5NS193461028
15,2026-01-22 16:17:08,0,0,A5NS193461028
15,2026-01-22 17:50:16,0,0,A5NS193461028
