userid,checktime,verifycode,workcode,sn
5,2025-11-19 04:52:58,0,0,A5NS193461028
15,2025-11-19 06:36:10,0,0,A5NS193461028
15,2025-11-19 07:36:14,0,0,A5NS193461028
13,2025-11-19 09:23:21,0,0,A5NS193461028
13,2025-11-19 09:23:30,0,0,A5NS193461028
8,2025-11-19 09:45:47,0,0,A5NS193461028
3,2025-11-19 10:27:59,0,0,A5NS193461028
7,2025-11-19 10:50:55,0,0,A5NS193461028
3,2025-11-19 11:03:22,0,0,A5NS193461028
9,2025-11-19 11:06:23,0,0,A5NS193461028
15,2025-11-19 11:19:02,0,0,A5NS193461028
5,2025-11-19 11:46:01,0,0,A5NS193461028
15,2025-11-19 12:16:45,0,0,A5NS193461028
15,2025-11-19 15:31:17,0,0,A5NS193461028
