userid,checktime,verifycode,workcode,sn
5,2025-11-06 04:55:16,0,0,A5NS193461028
13,2025-11-06 08:45:07,0,0,A5NS193461028
3,2025-11-06 09:22:36,0,0,A5NS193461028
3,2025-11-06 09:22:38,0,0,A5NS193461028
3,2025-11-06 09:27:51,0,0,A5NS193461028
15,2025-11-06 10:49:48,0,0,A5NS193461028
9,2025-11-06 10:51:02,0,0,A5NS193461028
7,2025-11-06 11:16:36,0,0,A5NS193461028
13,2025-11-06 12:08:12,0,0,A5NS193461028
5,2025-11-06 12:14:29,0,0,A5NS193461028
17,2025-11-06 13:12:16,0,0,A5NS193461028
15,2025-11-06 14:19:50,0,0,A5NS193461028
13,2025-11-06 15:40:56,0,0,A5NS193461028
13,2025-11-06 15:42:18,0,0,A5NS193461028
15,2025-11-06 17:45:34,0,0,A5NS193461028
