userid,checktime,verifycode,workcode,sn
15,2025-11-26 07:24:04,0,0,A5NS193461028
13,2025-11-26 09:01:09,0,0,A5NS193461028
15,2025-11-26 09:17:00,0,0,A5NS193461028
17,2025-11-26 10:03:59,0,0,A5NS193461028
14,2025-11-26 10:58:48,0,0,A5NS193461028
14,2025-11-26 10:58:49,0,0,A5NS193461028
7,2025-11-26 11:00:13,0,0,A5NS193461028
14,2025-11-26 11:21:49,0,0,A5NS193461028
14,2025-11-26 11:21:50,0,0,A5NS193461028
9,2025-11-26 11:35:38,0,0,A5NS193461028
15,2025-11-26 12:06:31,0,0,A5NS193461028
5,2025-11-26 12:11:31,0,0,A5NS193461028
15,2025-11-26 17:14:59,0,0,A5NS193461028
