userid,checktime,verifycode,workcode,sn
15,2025-11-18 00:49:17,0,0,A5NS193461028
5,2025-11-18 04:36:05,0,0,A5NS193461028
5,2025-11-18 04:36:07,0,0,A5NS193461028
15,2025-11-18 05:57:03,0,0,A5NS193461028
5,2025-11-18 08:33:04,0,0,A5NS193461028
13,2025-11-18 08:56:52,0,0,A5NS193461028
29,2025-11-18 09:12:02,0,0,A5NS193461028
15,2025-11-18 10:55:35,0,0,A5NS193461028
3,2025-11-18 10:57:30,0,0,A5NS193461028
15,2025-11-18 11:02:46,0,0,A5NS193461028
7,2025-11-18 11:26:12,0,0,A5NS193461028
15,2025-11-18 11:27:28,0,0,A5NS193461028
15,2025-11-18 12:15:43,0,0,A5NS193461028
15,2025-11-18 14:14:46,0,0,A5NS193461028
15,2025-11-18 15:42:59,0,0,A5NS193461028
15,2025-11-18 15:43:02,0,0,A5NS193461028
15,2025-11-18 15:46:14,0,0,A5NS193461028
5,2025-11-18 15:46:45,0,0,A5NS193461028
15,2025-11-18 15:53:34,0,0,A5NS193461028
3,2025-11-18 17:38:59,0,0,A5NS193461028
15,2025-11-18 17:52:54,0,0,A5NS193461028
3,2025-11-18 17:57:26,0,0,A5NS193461028
