userid,checktime,verifycode,workcode,sn
15,2026-01-20 03:04:00,0,0,A5NS193461028
15,2026-01-20 05:09:32,0,0,A5NS193461028
15,2026-01-20 06:44:28,0,0,A5NS193461028
15,2026-01-20 06:46:59,0,0,A5NS193461028
15,2026-01-20 07:00:34,0,0,A5NS193461028
15,2026-01-20 07:29:56,0,0,A5NS193461028
15,2026-01-20 07:51:08,0,0,A5NS193461028
15,2026-01-20 08:13:20,0,0,A5NS193461028
13,2026-01-20 08:59:09,0,0,A5NS193461028
3,2026-01-20 10:02:59,0,0,A5NS193461028
3,2026-01-20 10:03:00,0,0,A5NS193461028
3,2026-01-20 10:05:43,0,0,A5NS193461028
3,2026-01-20 10:05:49,0,0,A5NS193461028
15,2026-01-20 10:34:38,0,0,A5NS193461028
14,2026-01-20 10:39:04,0,0,A5NS193461028
9,2026-01-20 11:29:27,0,0,A5NS193461028
15,2026-01-20 12:04:10,0,0,A5NS193461028
15,2026-01-20 13:15:14,0,0,A5NS193461028
15,2026-01-20 13:19:53,0,0,A5NS193461028
15,2026-01-20 14:00:21,0,0,A5NS193461028
15,2026-01-20 16:40:11,0,0,A5NS193461028
13,2026-01-20 17:28:35,0,0,A5NS193461028
