userid,checktime,verifycode,workcode,sn
15,2025-12-22 01:10:36,0,0,A5NS193461028
15,2025-12-22 06:21:06,0,0,A5NS193461028
15,2025-12-22 06:26:59,0,0,A5NS193461028
13,2025-12-22 08:53:19,0,0,A5NS193461028
14,2025-12-22 10:41:50,0,0,A5NS193461028
5,2025-12-22 10:54:33,0,0,A5NS193461028
5,2025-12-22 10:54:34,0,0,A5NS193461028
15,2025-12-22 11:28:47,0,0,A5NS193461028
9,2025-12-22 11:44:58,0,0,A5NS193461028
15,2025-12-22 12:39:47,0,0,A5NS193461028
15,2025-12-22 12:39:53,0,0,A5NS193461028
14,2025-12-22 14:55:59,0,0,A5NS193461028
13,2025-12-22 15:36:14,0,0,A5NS193461028
15,2025-12-22 15:44:47,0,0,A5NS193461028
15,2025-12-22 15:45:53,0,0,A5NS193461028
5,2025-12-22 15:47:09,0,0,A5NS193461028
5,2025-12-22 15:47:10,0,0,A5NS193461028
12,2025-12-22 16:19:04,0,0,A5NS193461028
