userid,checktime,verifycode,workcode,sn
15,2026-03-03 04:13:16,0,0,A5NS193461028
15,2026-03-03 04:15:04,0,0,A5NS193461028
15,2026-03-03 05:30:02,0,0,A5NS193461028
13,2026-03-03 07:41:39,0,0,A5NS193461028
14,2026-03-03 10:26:10,0,0,A5NS193461028
4,2026-03-03 10:37:18,0,0,A5NS193461028
15,2026-03-03 10:41:25,0,0,A5NS193461028
15,2026-03-03 10:46:39,0,0,A5NS193461028
15,2026-03-03 10:48:00,0,0,A5NS193461028
3,2026-03-03 10:56:51,0,0,A5NS193461028
7,2026-03-03 11:08:35,0,0,A5NS193461028
15,2026-03-03 11:09:15,0,0,A5NS193461028
9,2026-03-03 11:20:57,0,0,A5NS193461028
15,2026-03-03 11:23:42,0,0,A5NS193461028
5,2026-03-03 11:43:08,0,0,A5NS193461028
15,2026-03-03 15:34:17,0,0,A5NS193461028
